"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","EXTERNAL","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"41047","2012-01-28T15:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"10","10","2",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T15:54:00","28.37","-76.32",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"235",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T15:55:00","22.61","-70.21",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"257",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-28T15:57:00","25.38","-73.63",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"251",,,,,,,,,,,,,,"242","53","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T15:57:00","27.01","-75.09",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"229",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T16:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","270","1","90",,,,,"10206",,,"9","213",,,,,"1","229",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T16:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","190","1","70",,,,,"10232",,,"9","236",,,,,"1","238",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPGF1","2012-01-28T16:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","28","8","36",,,,,"10214",,,"0","227",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T16:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-28T16:20:00","29.47","-74.10",,,"1","3","2","5",,,,"3",,,,,,,,,,"10215",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","94","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-28T16:20:00","22.87","-72.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10224",,,"3",,,,,,,"253",,,,,,,,,,,,,,"242","22","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-28T16:40:00","27.20","-75.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10214",,,"3",,,,,,,"231",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T16:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T16:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"16","6","3",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T16:51:00","22.61","-70.21",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"257",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T16:53:00","27.01","-75.09",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"229",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T16:57:00","28.37","-76.32",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"235",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T16:58:00","22.62","-70.21",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"257",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T17:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","270","1","80",,,,,"10204",,,"9","208",,,,,"1","228",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T17:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","190","1","60",,,,,"10227",,,"9","237",,,,,"1","238",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPGF1","2012-01-28T17:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","25","8","38",,,,,"10210",,,"0","227",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WBN3013","2012-01-28T17:00:00","22.60","-73.70",,,"1","5","0","0",,,,"1",,"0","90","4","51",,,,,,,,,,,,,,,,,,,,"A",,,,"2","1","9","2","2","242","23","992","114","5","1","2","2","FF11FF","11AAAAAAAA811A",,,,,,"1",,,"11","3","2",,,,,,,,,"4",,,,,,,,,,,,
"41611","2012-01-28T17:01:00","27.00","-75.08",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"230",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-28T17:03:00","25.39","-73.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"251",,,,,,,,,,,,,,"242","53","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T17:03:00","28.36","-76.31",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"235",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T17:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"8","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-28T17:20:00","29.47","-74.08",,,"1","3","2","5",,,,"3",,,,,,,,,,"10209",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","94","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-28T17:20:00","22.88","-72.43",,,"1","3","2","5",,,,"3",,,,,,,,,,"10216",,,"3",,,,,,,"253",,,,,,,,,,,,,,"242","22","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T17:35:00","27.00","-75.08",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"230",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T17:36:00","22.62","-70.20",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"257",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-28T17:40:00","27.17","-75.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10207",,,"3",,,,,,,"231",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T17:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","262","8","81",,,,,"10198",,,"0","207",,,,,,"228",,,,,,,,,"8","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T17:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5","202","8","62",,,,,"10220",,,"0","237",,,,,,"238",,,,,,,,"17","6","3",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T18:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","260","1","80",,,,,"10198",,,"9","207",,,,,"1","228",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T18:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","200","1","60",,,,,"10220",,,"9","237",,,,,"1","238",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A8QM9","2012-01-28T18:00:00","29.60","-80.00",,,"1","6","0","0","3","2",,"1",,"0","310","4","62",,"98","2","0","10200","2",,"0","220","0","190",,"175",,,"1","1","1",,"7","7","4",,,,"0",,,"241","90","992","114","5","1","2","2","F11111","111111111A1A37",,,,,,"1","0",,"0",,,,,,,,,,,"4",,,,,,,,,,,,
"C6JS","2012-01-28T18:00:00","21.60","-76.50",,,"1","6","0","0","3","4",,"1",,"0","90","3","62",,"98","2","0","10180","4","0","3","240","0","210",,"190",,,"3","3","1",,"5","0","0",,"4","2",,,,"242","16","992","114","5","1","2","2","F11111","111111111A11A1",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"DDBB2","2012-01-28T18:00:00","22.50","-78.00",,,"1","6","0","0","7","3",,"1",,"0","90","4","67",,"98","3","0","10190","6","0","0","255","0","245",,"241","1","255","1","1","1",,"2","A","A",,"99",,"0","0","0","242","28","992","114","5","1","0","2","111111","11111111111717",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"KCGH","2012-01-28T18:00:00","27.50","-77.00",,,"1","6","0","0","3","4",,"1",,"0","270","3","57",,,"18","5","10162",,,"3","239","0","178",,"140","1","217","8","5","1",,"3","2","0",,"2","1",,,,"242","77","992","114","5","1","2","2","111111","11A111111111AA",,,,,,"1","5",,,,,,,,,,,,,"4",,,,,,,,,,,,
"KS007","2012-01-28T18:00:00","26.70","-80.00",,,"1","4","0","0","0","0",,"1",,,,,,,,,,"10162",,,"0","237",,,,,,,,,,,"A",,,,,,,,,"241","60","992","114","5","1","2","2","F1FF1F","1AAAA11AAA8AAA",,,,,,"3",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-28T18:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","26","8","35",,,,,"10203",,,"0","228",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"V7HP4","2012-01-28T18:00:00","24.00","-72.50",,,"1","6","0","0","8","3",,"1",,"0","120","4","62",,"97",,"2","10210","4","0","0","270","0","220",,"197","3","260","2","2","1",,"7","8","1",,,,,,,"242","42","992","114","5","1","2","2","111111","111A1111111AA1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"WKPM","2012-01-28T18:00:00","27.70","-79.90",,,"1","5","0","0","4","5",,"1",,"0","300","4","46",,,,,"10190",,,"0","200","0","170",,"153","1","260",,,,,"A",,,,,,,,,"242","79","992","114","5","1","2","2","111111","11AAA111118AAA",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"WPGK","2012-01-28T18:00:00","27.40","-77.10",,,"1","6","0","0","3","4",,"1",,"0","280","4","46",,"98","2","2","10180","7","5","3","239","0","200",,"180","1","233","6","6","6",,"6","A","A",,"3","2",,,,"242","77","992","114","5","1","2","2","111111","111111111111A1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"WZJC","2012-01-28T18:00:00","20.90","-74.00",,,"1","6","0","0","6","3",,"1",,"0","110","3","67",,"98","15","0","10190","7","10","3","283","0","233",,"210","1","261","3","3","3",,"3","A","A",,"4","2","7","5","2","242","4","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"ZCDY2","2012-01-28T18:00:00","24.90","-75.20",,,"1","6","0","0","7","4",,"1",,"0","110","4","113",,"98","2","0","10213","7","15","0","260",,,,,"3","250","1","1","1",,"4","0","0",,"2","1","13","5","3","242","45","992","114","5","1","2","2","11111F","1411111AA11411",,,,,,"1","0",,"0",,,,,,,,,,,"4",,,,,,,,,,,,
"41010","2012-01-28T18:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","266","8","80",,,,,"10194",,,"0","205",,,,,,"228",,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-28T18:20:00","29.47","-74.08",,,"1","3","2","5",,,,"3",,,,,,,,,,"10201",,,"3",,,,,,,"220",,,,,,,,,,,,,,"242","94","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-28T18:20:00","22.88","-72.43",,,"1","3","2","5",,,,"3",,,,,,,,,,"10208",,,"3",,,,,,,"254",,,,,,,,,,,,,,"242","22","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NCWR","2012-01-28T18:33:00","29.90","-79.50",,,"1","5","2","0","8","5",,"1",,"5","312","4","16","0","90",,,"10187",,,"0","261","0","229","1","227","9","222","3","0",,,,,,,,,,,,"242","99","708","109","0","0",,"2","111111","111AA111111AAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T18:35:00","28.36","-76.31",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"235",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T18:39:00","28.34","-76.32",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"235",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-28T18:40:00","27.14","-75.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10201",,,"3",,,,,,,"231",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T18:44:00","22.63","-70.16",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"258",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-28T18:45:00","25.40","-73.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"251",,,,,,,,,,,,,,"242","53","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T18:46:00","26.98","-75.09",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"230",,,,,,,,,,,,,,"242","65","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T18:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"5","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T18:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"7","10","3",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T19:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","270","1","70",,,,,"10195",,,"9","203",,,,,"1","228",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T19:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","200","1","60",,,,,"10215",,,"9","238",,,,,"1","237",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C6FU4","2012-01-28T19:00:00","22.50","-78.00",,,"1","6","0","0","7","4",,"1",,"0","100","4","72",,"98",,"1","10200","6",,"0",,"0","260",,"222","1","250","6","6","4",,"8","8","A",,"3","3",,,,"242","28","992","114","5","1","2","2","171112","111A11111111A7",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-28T19:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","24","8","37",,,,,"10195",,,"0","228",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZCDY2","2012-01-28T19:00:00","24.90","-75.20",,,"1","6","0","0","7","4",,"1",,"0","110","4","113",,"98","2","0","10213","7","15","0","260",,,,,"3","250","1","1","1",,"A","0","0",,"2","1","13","5","3","242","45","992","114","5","1","2","2","11111F","1411111AA11411",,,,,,"1","0",,"0",,,,,,,,,,,"4",,,,,,,,,,,,
"41974","2012-01-28T19:07:00","22.63","-70.16",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"258",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-28T19:09:00","25.40","-73.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","53","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T19:09:00","26.98","-75.09",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"231",,,,,,,,,,,,,,"242","65","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T19:11:00","28.34","-76.32",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T19:13:00","22.64","-70.18",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"258",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T19:20:00","28.34","-76.31",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"234",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T19:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1AAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-28T19:20:00","22.90","-72.44",,,"1","3","2","5",,,,"3",,,,,,,,,,"10203",,,"3",,,,,,,"254",,,,,,,,,,,,,,"242","22","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T19:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T19:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"16","7","2",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T20:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","270","1","70",,,,,"10192",,,"9","203",,,,,"1","229",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T20:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","200","1","60",,,,,"10216",,,"9","238",,,,,"1","236",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPGF1","2012-01-28T20:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","67","8","35",,,,,"10193",,,"0","227",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T20:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"8","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-28T20:20:00","29.47","-74.07",,,"1","3","2","5",,,,"3",,,,,,,,,,"10199",,,"3",,,,,,,"219",,,,,,,,,,,,,,"242","94","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-28T20:20:00","22.90","-72.46",,,"1","3","2","5",,,,"3",,,,,,,,,,"10201",,,"3",,,,,,,"254",,,,,,,,,,,,,,"242","22","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-28T20:25:00","25.40","-73.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","53","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T20:26:00","28.33","-76.30",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"233",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T20:26:00","22.64","-70.18",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"257",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
